ID,Kael,angularity,surface_roughness,asymmetricity1,asymmetricity2,polygonality,area,perimeter,elongation,bulkiness,surface,circularity,sphericity
1_Drawing of 33_particle_7,0.654015578,2.139429213,0.19192688,0.784066921,39.59652645,3.0,13792,580,1.626873778,1.332950535,1.940970231,0.717778694,0.670041756
1_Drawing of 34_particle_1,0.823970489,1.847677399,0.257760919,1.402109577,55.20482144,4.472135955,13947,564,1.254017645,1.402488195,1.814962027,0.742277384,0.630182566
1_Drawing of 34_particle_2,0.71756313,1.674471819,0.080946836,0.818937386,84.53941885,4.0,14001,564,1.47941476,1.25313565,1.807961959,0.743712971,0.790628044
1_Drawing of 34_particle_3,0.632772439,1.93962648,0.109651694,1.119846452,116.0704179,3.464101615,14314,642,1.798738341,1.387351936,2.291390875,0.660618011,0.663459276
1_Drawing of 34_particle_4,0.769501778,2.045569809,0.157072619,1.323451208,77.88757022,3.872983346,14145,598,1.49139077,1.380980293,2.011821996,0.705026147,0.638398974
1_Drawing of 34_particle_5,0.818980057,2.026763316,0.126097739,1.005573472,45.4011254,3.0,14176,590,1.230605438,1.417725099,1.954071518,0.715368434,0.693858681
1_Drawing of 35_particle_1,0.710591676,2.978448226,0.143521484,0.951474746,45.16656747,3.0,14228,642,1.566547988,1.286163107,2.305241002,0.658630491,0.757279748
1_Drawing of 35_particle_2,0.906759658,1.836198181,0.175639272,0.745920698,26.00238332,3.0,14327,594,1.24176182,1.415762219,1.959782003,0.71432544,0.660763696
1_Drawing of 35_particle_3,0.711852097,2.005524623,0.121341136,0.494620782,27.40637422,3.0,14198,606,1.45916004,1.451506054,2.058297812,0.69702105,0.638078478
1_Drawing of 35_particle_4,0.703976186,2.157372685,0.257021067,1.970983606,62.61121748,3.0,14274,654,1.485841999,1.602520051,2.384514349,0.647589845,0.646737509
1_Drawing of 35_particle_5,0.744882139,2.25292442,0.11004037,1.026037517,143.1614483,3.464101615,14133,586,1.41633551,1.350687649,1.93353042,0.719158297,0.676330407
1_Drawing of 35_particle_6,0.74069562,1.792879874,0.134721489,1.24878921,40.56466322,3.0,14390,606,1.414993609,1.427922089,2.03083477,0.701718142,0.69795938
1_Drawing of 35_particle_7,0.766544389,2.062784192,0.124423463,1.399852325,98.79111779,4.0,14328,596,1.3491141,1.3496621,1.972863703,0.71195322,0.733224903
1_Drawing of 36_particle_1,0.784805295,1.902784193,0.07552854,2.085470862,239.0419232,3.464101615,14492,598,1.310810253,1.3946701,1.963650437,0.713621475,0.812785095
1_Drawing of 36_particle_2,0.842004301,1.543855055,0.109017749,1.546149817,73.50630085,3.872983346,14629,590,1.242463533,1.392928298,1.893561955,0.726708501,0.806803303
1_Drawing of 36_particle_3,0.719260147,1.51311088,0.099048011,0.811367501,73.83837542,4.0,14510,570,1.52282018,1.273544912,1.781855307,0.749141373,0.705152349
1_Drawing of 36_particle_4,0.842439624,2.276765644,0.143302266,1.734790478,51.11254441,4.898979486,14538,606,1.149728271,1.445776636,2.010160431,0.705317469,0.768507861
1_Drawing of 36_particle_5,0.906869198,1.797536719,0.152954602,0.718940109,64.106662,3.0,14506,580,1.096619983,1.309452272,1.845433712,0.736123657,0.781490467
1_Drawing of 36_particle_6,0.845109644,1.776772839,0.15050522,1.985075648,96.76483139,3.464101615,14540,584,1.237244276,1.403231014,1.866600697,0.731937988,0.758604522
1_Drawing of 37_particle_1,0.458284699,1.947355705,0.109504559,1.108740527,26.13194616,4.0,14554,692,2.267001393,1.493318116,2.618303307,0.618002202,0.600206842
1_Drawing of 37_particle_2,0.611690725,2.9274048,0.099922099,1.114323989,259.2318059,4.0,14586,700,1.777805902,1.272345478,2.673314209,0.61161059,0.705655622
1_Drawing of 37_particle_3,0.625805295,2.004063886,0.114349172,1.07336569,133.3912868,3.0,14455,624,1.761462045,1.46240134,2.143587517,0.683013661,0.683048864
1_Drawing of 37_particle_4,0.546742176,1.680617463,0.118444415,2.300090524,53.64831203,5.291502622,14541,638,2.057530786,1.378376507,2.22760005,0.670010163,0.6359703
1_Drawing of 37_particle_5,0.764613673,2.315519906,0.104204484,1.564215925,39.99648525,5.291502622,14513,614,1.384067383,1.519778842,2.067139011,0.695528865,0.738523047
1_Drawing of 37_particle_6,0.61125847,1.179402187,0.086579382,0.965093537,23.65215659,3.464101615,14496,602,1.852988434,1.355914696,1.989458747,0.708977628,0.681541062
1_Drawing of 37_particle_7,0.667407685,1.254426211,0.069469872,1.999721291,61.15850802,3.464101615,14648,604,1.69356997,1.352273458,1.981918,0.710325097,0.703973724
1_Drawing of 37_particle_8,0.594227268,1.997935633,0.114429165,0.693777192,98.68149973,4.0,15085,630,1.846607515,1.337733729,2.093755284,0.691093868,0.672675872
1_Drawing of 38_particle_1,0.772933911,1.673639502,0.170208756,1.761398713,52.73646205,3.0,15331,646,1.437394464,1.404034246,2.166130854,0.679450239,0.716632809
1_Drawing of 38_particle_2,0.784501924,1.858007942,0.155442517,0.782522915,48.50184635,3.0,14619,648,1.389579142,1.540878323,2.285717122,0.661437417,0.704087569
1_Drawing of 38_particle_3,0.826774611,2.448456762,0.195154584,0.828905247,72.35522716,3.0,14755,660,1.108576036,1.263359272,2.349301701,0.652425014,0.79763865
1_Drawing of 38_particle_4,0.707017398,1.521348436,0.130784695,0.463628039,29.50886736,3.0,14735,624,1.506748327,1.442134249,2.102854263,0.689597078,0.692669423
1_Drawing of 38_particle_5,0.696680661,3.016641061,0.103924846,1.062230776,27.95515981,3.0,14905,654,1.416034794,1.40903763,2.283566442,0.661748817,0.746097517
1_Drawing of 38_particle_6,0.766932551,4.787326063,0.130713673,0.774968622,46.86754636,3.464101615,14842,716,1.27928655,1.321712519,2.748677284,0.603167765,0.750955475
1_Drawing of 39_particle_1,0.727805231,1.896141579,0.163434559,1.705171101,47.09269968,3.464101615,14783,614,1.389705028,1.602159039,2.029384324,0.701968864,0.736993402
1_Drawing of 39_particle_2,0.731125267,2.57282407,0.109576059,0.713535734,38.78176618,3.464101615,15090,638,1.564025039,1.310513401,2.146556152,0.682541202,0.688433791
1_Drawing of 39_particle_3,0.460744744,2.167807325,0.160772417,1.255213114,34.53277098,3.464101615,15074,708,2.19873106,1.416183571,2.646233362,0.614732154,0.58621269
1_Drawing of 39_particle_4,0.531950817,2.096454925,0.148140702,0.982469101,107.0362259,3.464101615,14886,676,2.031116529,1.411441844,2.442899008,0.639804431,0.624621282
1_Drawing of 39_particle_5,0.713420551,2.248914002,0.13507128,1.888056685,94.67589611,3.0,14892,640,1.467322966,1.424556066,2.188754522,0.67592961,0.720554323
1_Drawing of 39_particle_7,0.605243021,2.145749714,0.1072973,1.222586516,47.71879069,3.0,14980,662,1.841433905,1.358290376,2.32806071,0.655394586,0.644003583
1_Drawing of 39_particle_8,0.744651395,2.044201022,0.128688158,1.022017242,58.72818735,3.0,15805,630,1.409609259,1.368353312,1.998373835,0.707394425,0.735938647
1_Drawing of 4_particle_1,0.585590305,1.572571491,0.089539056,1.20512959,132.8010636,3.464101615,7895,438,1.839335442,1.240420304,1.933687201,0.719129142,0.706433243
1_Drawing of 4_particle_2,0.514514485,2.321987975,0.135994876,0.304446492,22.47106243,4.0,7928,474,2.114313505,1.403787129,2.255190212,0.665899074,0.632218534
1_Drawing of 4_particle_3,0.499069393,2.244311952,0.141969493,1.650395579,75.95371517,4.242640687,8250,490,2.090354785,1.485865288,2.315945566,0.657106595,0.631861874
1_Drawing of 4_particle_4,0.60758178,2.000916522,0.137941887,0.656316295,48.02512529,3.0,8186,510,1.757579721,1.511455562,2.528475489,0.628884117,0.637514107
1_Drawing of 4_particle_5,0.808593535,2.355547956,0.166501116,0.819472263,33.94437044,3.0,8423,470,1.206185567,1.347382168,2.086983671,0.692214153,0.702687309
1_Drawing of 40_particle_1,0.642746515,1.699129719,0.111527864,0.537913471,51.22073442,3.464101615,15808,664,1.78173731,1.427728342,2.219470451,0.671236117,0.671828624
1_Drawing of 40_particle_2,0.832643351,1.227676079,0.067281378,0.75830172,52.54952685,4.0,15081,584,1.240572355,1.310879137,1.799640219,0.745430494,0.807741601
1_Drawing of 40_particle_3,0.635709385,3.085974527,0.095604773,1.206229352,43.4686217,4.242640687,15019,692,1.836855993,1.421476399,2.537238587,0.627797159,0.687278376
1_Drawing of 40_particle_4,0.871156119,1.932793347,0.135165977,0.556525211,35.32661773,3.0,14921,632,1.148317084,1.444910706,2.130229341,0.685151825,0.725263378
1_Drawing of 40_particle_5,0.722528284,1.875492234,0.139520457,1.333037722,67.36263094,3.464101615,14907,612,1.385244531,1.333789804,1.999414,0.707210395,0.776553982
1_Drawing of 40_particle_6,0.769891099,1.724312787,0.179981669,0.553446544,22.63672727,3.0,14928,600,1.397605388,1.426690523,1.919070857,0.721862523,0.669792435
1_Drawing of 41_particle_1,0.855087882,2.09727425,0.106313589,1.21020831,35.2662351,3.464101615,15537,612,1.233501369,1.41686515,1.918341025,0.721999826,0.792563677
1_Drawing of 41_particle_2,0.855715263,1.776441637,0.275134978,3.163050072,98.64312072,3.0,15024,602,1.229088213,1.465970165,1.919541667,0.721773991,0.64277191
1_Drawing of 41_particle_3,0.577744661,1.590781911,0.093156708,1.017812062,76.29275982,3.0,15760,672,1.961886177,1.344709102,2.28019752,0.662237494,0.675995068
1_Drawing of 41_particle_4,0.865445796,1.447134407,0.177916581,1.692297892,43.50843057,3.464101615,15220,622,1.290819203,1.389631712,2.022815407,0.703107731,0.679122675
1_Drawing of 41_particle_5,0.520451855,2.09238896,0.21716537,0.924471254,64.53805087,3.464101615,15251,692,1.828573295,1.603970904,2.498641816,0.6326274,0.576042781
1_Drawing of 41_particle_6,0.833955139,2.124153057,0.06847559,1.304855951,101.449154,4.472135955,15318,608,1.18991565,1.269497258,1.920415618,0.721609738,0.786919566
1_Drawing of 41_particle_7,0.819643945,3.457225856,0.143059779,0.813141069,28.4525413,3.464101615,15350,600,1.338004129,1.300011776,1.866312036,0.73199459,0.697443031
1_Drawing of 41_particle_8,0.456620945,2.191588731,0.107750227,1.872821829,94.56665072,4.898979486,15359,698,2.523225456,1.381115915,2.52428299,0.629406146,0.560860371
1_Drawing of 42_particle_1,0.827117424,1.723544239,0.121874949,1.540399428,69.25362731,3.0,15463,614,1.234991579,1.406521063,1.940140236,0.717932211,0.784229053
1_Drawing of 42_particle_2,0.848087077,1.511247389,0.147306493,0.440253492,21.30931429,3.0,15504,592,1.279640878,1.333323689,1.798828624,0.745598637,0.717624175
1_Drawing of 42_particle_3,0.739882723,1.46038494,0.094012302,0.993721714,64.26774829,4.242640687,15356,600,1.414574809,1.300682358,1.865582818,0.732137637,0.752684546
1_Drawing of 42_particle_4,0.749624261,2.537200635,0.130841994,1.273938273,53.30354879,2.828427125,16926,710,1.506183893,1.312138792,2.370022652,0.649566698,0.733266148
1_Drawing of 42_particle_5,0.92663041,2.060519099,0.129275136,1.487805025,68.14103654,3.872983346,15589,626,1.0472288,1.317033436,2.00041704,0.70703307,0.810744052
1_Drawing of 43_particle_1,0.864649475,2.000194711,0.146495689,1.580619657,58.16138561,3.464101615,15770,642,1.219755488,1.396951154,2.079833163,0.693403055,0.793468968
1_Drawing of 43_particle_2,0.889617233,2.037611038,0.139735311,1.466790431,49.61650842,3.872983346,15410,614,1.20852848,1.436846133,1.946813009,0.716700785,0.741675233
1_Drawing of 43_particle_3,0.762307552,1.26606843,0.062268317,0.660611266,42.08906045,4.0,15482,602,1.341837989,1.307362702,1.862756362,0.732692882,0.790419216
1_Drawing of 43_particle_4,0.369786159,2.33523673,0.182113358,1.560372016,42.20937618,3.464101615,15594,744,2.796525605,1.411185902,2.824739983,0.5949915,0.537808025
1_Drawing of 43_particle_5,0.87535832,2.167659257,0.115047156,1.197986386,34.03602849,5.291502622,17132,638,1.121625672,1.310167754,1.890703498,0.72725763,0.787394484
1_Drawing of 43_particle_6,0.791110106,1.437604867,0.087712579,1.082127167,37.13767702,3.464101615,15425,592,1.374458335,1.29862436,1.808041425,0.743696627,0.712878198
1_Drawing of 43_particle_7,0.747197961,1.619322386,0.10642033,0.624273017,173.8083766,3.0,15632,624,1.428266903,1.328292794,1.982187664,0.710276777,0.711355363
1_Drawing of 43_particle_8,0.677668953,1.513710308,0.125902311,0.606143108,38.56951241,4.0,15560,614,1.583460456,1.328780043,1.928045531,0.720180499,0.747267492
1_Drawing of 44_particle_1,0.7647516,1.595703288,0.131952845,0.922035832,158.9911841,3.0,15698,612,1.425323995,1.383019306,1.898666359,0.725730996,0.741609664
1_Drawing of 44_particle_2,0.720203184,2.158797693,0.121768977,1.132769817,92.40669881,3.0,15656,658,1.480129741,1.407363616,2.200701354,0.674092422,0.70469389
1_Drawing of 44_particle_3,0.776517534,1.704032307,0.14444918,0.990886971,75.12363786,3.464101615,15789,650,1.380742802,1.375106284,2.129424392,0.685281311,0.744660387
1_Drawing of 44_particle_4,0.949605193,2.230944549,0.118824389,0.91865534,39.00449575,4.472135955,15561,616,1.063929509,1.357756508,1.940501834,0.717865317,0.767794653
1_Drawing of 44_particle_5,0.785824646,2.038804704,0.107385749,1.342056448,90.79292087,4.242640687,15545,628,1.228476604,1.340802025,2.018918079,0.703786045,0.742791434
1_Drawing of 45_particle_1,0.532983383,1.817506649,0.100807911,1.006980385,24.278712,4.0,15900,694,2.18208818,1.323627978,2.410526735,0.644086244,0.628231618
1_Drawing of 45_particle_2,0.719822156,1.956669849,0.151739441,0.554099943,23.51633415,2.449489743,15905,646,1.292286702,1.343905812,2.08795675,0.692052833,0.709311409
1_Drawing of 45_particle_3,0.758838532,1.861028996,0.092532539,0.913139321,29.7185801,4.0,16175,634,1.364722181,1.334027641,1.977535836,0.711111691,0.798775385
1_Drawing of 45_particle_4,0.544235188,2.341213686,0.162841014,0.591745563,30.63628147,4.242640687,16258,714,2.034036575,1.46864654,2.495280888,0.633053304,0.56308872
1_Drawing of 45_particle_5,0.682081298,1.735051722,0.19707506,1.635080015,64.66670112,4.242640687,15974,668,1.566161261,1.600728861,2.222948395,0.670710816,0.68438406
1_Drawing of 45_particle_6,0.588451421,2.354473804,0.117860492,0.971293159,35.19541318,4.0,16055,674,1.796642285,1.405105933,2.251643442,0.666423327,0.659436037
1_Drawing of 46_particle_1,0.762244716,1.915271838,0.142528844,0.914436383,43.71584157,3.0,15869,654,1.445763479,1.273951224,2.144845789,0.682813287,0.656848213
1_Drawing of 46_particle_2,0.821666781,1.400114629,0.07835946,1.292847716,32.61422878,3.464101615,15895,594,1.291017828,1.398056274,1.766454656,0.752399942,0.770626088
1_Drawing of 46_particle_3,0.506451237,1.66851002,0.157679271,1.883743841,212.2751275,3.0,16458,640,2.268423386,1.198780025,1.980491697,0.71058083,0.649789861
1_Drawing of 46_particle_4,0.609115631,2.155381115,0.124738471,1.388526575,56.1497522,4.898979486,15980,674,1.802586574,1.503701858,2.262211231,0.664864926,0.608584491
1_Drawing of 5_particle_1,0.686078593,2.621228085,0.124767542,1.455771357,67.76461873,3.872983346,8525,522,1.664428502,1.445581441,2.543529356,0.627020331,0.633161124
1_Drawing of 5_particle_2,0.664198843,2.002887734,0.167055006,1.50675994,63.00200275,3.464101615,8354,480,1.57568496,1.479645394,2.19471504,0.675011124,0.704078484
1_Drawing of 5_particle_3,0.652686174,1.302840174,0.069526431,1.182106855,48.15486926,4.0,8597,440,1.705856967,1.294334308,1.792043561,0.747008802,0.698424147
1_Drawing of 5_particle_4,0.664295715,1.703648508,0.118296622,0.703119695,73.97714564,3.464101615,8957,484,1.663910016,1.289425605,2.081221411,0.693171754,0.707266209
1_Drawing of 5_particle_5,0.686987541,1.612003878,0.09110104,1.3324115,49.45954872,4.242640687,8384,480,1.534510462,1.37807895,2.186861813,0.676222052,0.723733992
1_Drawing of 5_particle_6,0.886122914,1.930990511,0.189094841,0.970338167,63.52098206,3.0,8901,472,1.183093088,1.453319541,1.991752322,0.708569303,0.677834796
1_Drawing of 5_particle_7,0.513218146,1.86093356,0.169691233,0.711728291,25.16306303,3.464101615,8566,520,2.124843713,1.403867104,2.511994899,0.630943722,0.591291152
1_Drawing of 5_particle_8,0.460573843,1.534358677,0.102740201,0.712808475,23.51788618,3.464101615,8640,506,2.338716311,1.438622127,2.358182582,0.651195344,0.6013919
1_Drawing of 6_particle_1,0.517684629,2.144123705,0.119019847,1.797263667,103.7122467,3.0,9068,534,2.180632099,1.49445313,2.502425394,0.632148964,0.592867072
1_Drawing of 6_particle_2,0.566734274,1.899638438,0.100644941,2.021095308,710.8746367,4.898979486,8569,486,2.081941226,1.27019703,2.193474206,0.675202022,0.649026094
1_Drawing of 6_particle_3,0.367678082,1.50007251,0.110776537,1.619259503,82.87553927,4.472135955,8707,602,3.122792436,1.512335423,3.312184908,0.54946839,0.476643616
1_Drawing of 6_particle_4,0.654583114,2.009799683,0.106784772,1.775434215,43.38001816,5.916079783,8912,480,1.717463801,1.30979644,2.057299085,0.697190216,0.719513925
1_Drawing of 6_particle_5,0.68845897,2.521722278,0.107112289,1.274996483,49.60351835,3.464101615,8594,486,1.403727802,1.49749439,2.187093376,0.676186253,0.717903931
1_Drawing of 7_particle_1,0.597924608,1.502052243,0.135808375,1.014633386,95.83879052,3.464101615,8805,468,1.746958129,1.438106885,1.979486216,0.710761277,0.66067431
1_Drawing of 7_particle_2,0.790019989,2.034583357,0.06559615,0.559911015,24.19169934,4.0,8744,444,1.264932857,1.292592583,1.79409703,0.746581177,0.784150463
1_Drawing of 7_particle_3,0.613692358,1.699764339,0.076493171,1.248976727,32.98916002,3.464101615,9500,498,1.812455564,1.429533377,2.077424342,0.693804947,0.650353229
1_Drawing of 7_particle_4,0.935008738,3.013784829,0.233789251,0.577813959,19.65051826,4.582575695,9042,508,1.190687351,1.367882733,2.271187859,0.663549721,0.637043638
1_Drawing of 7_particle_5,0.636662682,1.508654763,0.176483474,1.474453324,63.25584379,4.472135955,9219,488,1.717426759,1.455213172,2.055634818,0.697472385,0.689402741
1_Drawing of 7_particle_6,0.392788143,1.554867067,0.138404066,2.149286633,69.42472558,3.464101615,9044,580,2.921166196,1.375665284,2.959958141,0.581242304,0.554592679
1_Drawing of 7_particle_7,0.722038869,1.804144918,0.112324344,0.980315876,24.42065969,3.872983346,9406,480,1.462553998,1.402944406,1.949250419,0.716252551,0.759274408
1_Drawing of 7_particle_8,0.904923528,1.640610986,0.162744559,1.138538746,51.16599248,3.0,9177,482,1.123360046,1.432503129,2.014575188,0.704544225,0.755598639
1_Drawing of 8_particle_1,0.681701132,1.471116418,0.078193641,1.241344,41.76735556,3.464101615,9084,470,1.519893801,1.318441527,1.935123675,0.718862182,0.754133316
1_Drawing of 8_particle_2,0.793153836,1.75685926,0.145724432,1.284351998,59.9182312,3.872983346,9142,478,1.331142612,1.422707888,1.988862285,0.709083931,0.739803329
1_Drawing of 8_particle_3,0.94756606,1.906848413,0.236784485,1.662674101,44.97303811,3.0,9281,530,1.154811403,1.739249195,2.408502506,0.644356849,0.655158786
